SID,ISO_TIME,NATURE,LAT,LON,USA_WIND,year
1956263N15142,1956-09-21 12:00:00,TS,15.1,136.4,30.0,1956
1956263N15142,1956-09-21 15:00:00,TS,15.2,136.1,30.0,1956
1956263N15142,1956-09-21 18:00:00,TS,15.4,135.8,30.0,1956
1956263N15142,1956-09-21 21:00:00,TS,15.5,135.5,43.0,1956
1956263N15142,1956-09-22 00:00:00,TS,15.7,135.2,55.0,1956
1956263N15142,1956-09-22 03:00:00,TS,15.8,134.8,55.0,1956
1956263N15142,1956-09-22 06:00:00,TS,15.9,134.4,55.0,1956
1956263N15142,1956-09-22 09:00:00,TS,16.0,134.2,55.0,1956
1956263N15142,1956-09-22 12:00:00,TS,16.0,133.9,55.0,1956
1956263N15142,1956-09-22 15:00:00,TS,16.1,133.6,55.0,1956
1956263N15142,1956-09-22 18:00:00,TS,16.2,133.3,55.0,1956
1956263N15142,1956-09-22 21:00:00,TS,16.3,133.0,65.0,1956
1956263N15142,1956-09-23 00:00:00,TS,16.5,132.7,75.0,1956
1956263N15142,1956-09-23 03:00:00,TS,16.9,132.2,75.0,1956
1956263N15142,1956-09-23 06:00:00,TS,17.5,131.6,75.0,1956
1956263N15142,1956-09-23 09:00:00,TS,18.0,131.0,75.0,1956
1956263N15142,1956-09-23 12:00:00,TS,18.5,130.4,75.0,1956
1956263N15142,1956-09-23 15:00:00,TS,18.9,129.9,75.0,1956
1956263N15142,1956-09-23 18:00:00,TS,19.3,129.5,75.0,1956
1956263N15142,1956-09-23 21:00:00,TS,19.6,129.1,80.0,1956
1956263N15142,1956-09-24 00:00:00,TS,20.0,128.7,85.0,1956
1956263N15142,1956-09-24 03:00:00,TS,20.4,128.3,85.0,1956
1956263N15142,1956-09-24 06:00:00,TS,20.9,127.8,85.0,1956
1956263N15142,1956-09-24 09:00:00,TS,21.4,127.4,85.0,1956
1956263N15142,1956-09-24 12:00:00,TS,21.9,127.0,85.0,1956
1956263N15142,1956-09-24 15:00:00,TS,22.4,126.7,93.0,1956
1956263N15142,1956-09-24 18:00:00,TS,22.9,126.4,100.0,1956
1956263N15142,1956-09-24 21:00:00,TS,23.4,126.2,105.0,1956
1956263N15142,1956-09-25 00:00:00,TS,24.0,126.2,110.0,1956
1956263N15142,1956-09-25 03:00:00,TS,24.5,126.3,110.0,1956
1956263N15142,1956-09-25 06:00:00,TS,25.0,126.5,110.0,1956
1956263N15142,1956-09-25 09:00:00,TS,25.5,126.7,110.0,1956
1956263N15142,1956-09-25 12:00:00,TS,25.9,127.0,110.0,1956
1956263N15142,1956-09-25 15:00:00,TS,26.3,127.4,103.0,1956
1956263N15142,1956-09-25 18:00:00,TS,26.7,127.8,95.0,1956
1956263N15142,1956-09-25 21:00:00,TS,27.2,128.2,95.0,1956
1956263N15142,1956-09-26 00:00:00,TS,27.7,128.7,95.0,1956
1956263N15142,1956-09-26 03:00:00,TS,28.2,129.4,93.0,1956
1956263N15142,1956-09-26 06:00:00,TS,28.8,130.1,90.0,1956
1956263N15142,1956-09-26 09:00:00,TS,29.5,131.1,88.0,1956
1956263N15142,1956-09-26 12:00:00,TS,30.3,132.1,85.0,1956
1956263N15142,1956-09-26 15:00:00,TS,31.2,133.2,78.0,1956
1956263N15142,1956-09-26 18:00:00,TS,32.0,134.3,70.0,1956
1956263N15142,1956-09-26 21:00:00,TS,32.9,135.5,70.0,1956
1956263N15142,1956-09-27 00:00:00,TS,33.8,136.8,70.0,1956
1956288N11132,1956-10-16 00:00:00,TS,16.7,134.3,90.0,1956
1956288N11132,1956-10-16 03:00:00,TS,16.9,134.2,90.0,1956
1956288N11132,1956-10-16 06:00:00,TS,17.0,134.1,90.0,1956
1956288N11132,1956-10-16 09:00:00,TS,17.2,133.9,90.0,1956
1956288N11132,1956-10-16 12:00:00,TS,17.5,133.8,90.0,1956
1956288N11132,1956-10-16 15:00:00,TS,17.7,133.7,90.0,1956
1956288N11132,1956-10-16 18:00:00,TS,18.0,133.6,90.0,1956
1956288N11132,1956-10-16 21:00:00,TS,18.2,133.6,90.0,1956
1956288N11132,1956-10-17 00:00:00,TS,18.5,133.5,90.0,1956
1956288N11132,1956-10-17 03:00:00,TS,18.7,133.2,90.0,1956
1956288N11132,1956-10-17 06:00:00,TS,18.8,132.8,90.0,1956
1956288N11132,1956-10-17 09:00:00,TS,19.0,132.4,93.0,1956
1956288N11132,1956-10-17 12:00:00,TS,19.1,132.0,95.0,1956
1956288N11132,1956-10-17 15:00:00,TS,19.4,131.8,98.0,1956
1956288N11132,1956-10-17 18:00:00,TS,19.7,131.5,100.0,1956
1956288N11132,1956-10-17 21:00:00,TS,20.0,131.2,100.0,1956
1956288N11132,1956-10-18 00:00:00,TS,20.2,130.8,100.0,1956
1956288N11132,1956-10-18 03:00:00,TS,20.4,130.4,100.0,1956
1956288N11132,1956-10-18 06:00:00,TS,20.5,130.0,100.0,1956
1956288N11132,1956-10-18 09:00:00,TS,20.7,129.6,100.0,1956
1956288N11132,1956-10-18 12:00:00,TS,20.9,129.3,100.0,1956
1956288N11132,1956-10-18 15:00:00,TS,21.0,129.1,100.0,1956
1956288N11132,1956-10-18 18:00:00,TS,20.9,129.2,100.0,1956
1956288N11132,1956-10-18 21:00:00,TS,20.8,129.3,100.0,1956
1956288N11132,1956-10-19 00:00:00,TS,20.7,129.3,100.0,1956
1956288N11132,1956-10-19 03:00:00,TS,20.7,129.1,100.0,1956
1956288N11132,1956-10-19 06:00:00,TS,20.6,128.8,100.0,1956
1956288N11132,1956-10-19 09:00:00,TS,20.5,128.4,103.0,1956
1956288N11132,1956-10-19 12:00:00,TS,20.3,128.1,105.0,1956
1956288N11132,1956-10-19 15:00:00,TS,19.9,127.7,108.0,1956
1956288N11132,1956-10-19 18:00:00,TS,19.4,127.3,110.0,1956
1956288N11132,1956-10-19 21:00:00,TS,18.9,126.8,110.0,1956
1956288N11132,1956-10-20 00:00:00,TS,18.4,126.3,110.0,1956
1956288N11132,1956-10-20 03:00:00,TS,18.1,125.8,115.0,1956
1956288N11132,1956-10-20 06:00:00,TS,18.0,125.3,120.0,1956
1956288N11132,1956-10-20 09:00:00,TS,17.9,124.9,125.0,1956
1956288N11132,1956-10-20 12:00:00,TS,17.8,124.3,130.0,1956
1956288N11132,1956-10-20 15:00:00,TS,17.5,123.6,130.0,1956
1956288N11132,1956-10-20 18:00:00,TS,17.3,122.9,130.0,1956
1956288N11132,1956-10-20 21:00:00,TS,17.2,122.1,130.0,1956
1956288N11132,1956-10-21 00:00:00,TS,17.2,121.5,130.0,1956
1956288N11132,1956-10-21 03:00:00,TS,17.2,120.8,130.0,1956
1956288N11132,1956-10-21 06:00:00,TS,17.2,120.2,130.0,1956
1956288N11132,1956-10-21 09:00:00,TS,17.3,119.6,115.0,1956
1956288N11132,1956-10-21 12:00:00,TS,17.5,119.0,100.0,1956
1956288N11132,1956-10-21 15:00:00,TS,17.7,118.6,90.0,1956
1956288N11132,1956-10-21 18:00:00,TS,17.8,118.2,80.0,1956
1956288N11132,1956-10-21 21:00:00,TS,18.1,117.8,80.0,1956
1956288N11132,1956-10-22 00:00:00,TS,18.3,117.5,80.0,1956
1956288N11132,1956-10-22 03:00:00,TS,18.4,117.0,80.0,1956
1956288N11132,1956-10-22 06:00:00,TS,18.5,116.6,80.0,1956
1956288N11132,1956-10-22 09:00:00,TS,18.7,116.2,80.0,1956
1956288N11132,1956-10-22 12:00:00,TS,18.9,115.9,80.0,1956
1956288N11132,1956-10-22 15:00:00,TS,19.0,115.5,83.0,1956
1956288N11132,1956-10-22 18:00:00,TS,19.2,115.2,85.0,1956
1956288N11132,1956-10-22 21:00:00,TS,19.4,114.8,88.0,1956
1956288N11132,1956-10-23 00:00:00,TS,19.5,114.5,90.0,1956
1956288N11132,1956-10-23 03:00:00,TS,19.5,114.4,93.0,1956
1956288N11132,1956-10-23 06:00:00,TS,19.5,114.3,95.0,1956
1956288N11132,1956-10-23 09:00:00,TS,19.5,114.3,95.0,1956
1956288N11132,1956-10-23 12:00:00,TS,19.6,114.3,95.0,1956
1956288N11132,1956-10-23 15:00:00,TS,19.6,114.2,93.0,1956
1956288N11132,1956-10-23 18:00:00,TS,19.6,114.2,90.0,1956
1956288N11132,1956-10-23 21:00:00,TS,19.6,114.1,90.0,1956
1956288N11132,1956-10-24 00:00:00,TS,19.7,114.0,90.0,1956
1956288N11132,1956-10-24 03:00:00,TS,19.7,114.0,80.0,1956
1956288N11132,1956-10-24 06:00:00,TS,19.6,113.9,70.0,1956
1956288N11132,1956-10-24 09:00:00,TS,19.6,113.9,70.0,1956
1956288N11132,1956-10-24 12:00:00,TS,19.5,113.8,70.0,1956
1956288N11132,1956-10-24 15:00:00,TS,19.5,113.7,70.0,1956
1956288N11132,1956-10-24 18:00:00,TS,19.4,113.6,70.0,1956
1956288N11132,1956-10-24 21:00:00,TS,19.4,113.6,60.0,1956
1956288N11132,1956-10-25 00:00:00,TS,19.3,113.4,50.0,1956
1956288N11132,1956-10-25 03:00:00,TS,18.9,112.8,45.0,1956
1956288N11132,1956-10-25 09:00:00,TS,17.7,110.3,40.0,1956
1956288N11132,1956-10-25 12:00:00,TS,17.5,109.0,40.0,1956
1956288N11132,1956-10-25 15:00:00,TS,17.4,107.9,38.0,1956
1956288N11132,1956-10-25 18:00:00,TS,17.3,107.0,35.0,1956
1956288N11132,1956-10-25 21:00:00,TS,17.2,106.6,35.0,1956
1956288N11132,1956-10-26 00:00:00,TS,17.0,106.5,35.0,1956
1956288N11132,1956-10-26 03:00:00,TS,16.8,106.3,33.0,1956
1956288N11132,1956-10-26 06:00:00,TS,16.5,106.0,30.0,1956
1956288N11132,1956-10-26 09:00:00,TS,15.8,105.5,25.0,1956
1956288N11132,1956-10-26 12:00:00,TS,15.0,105.0,20.0,1956
1956314N08153,1956-11-10 00:00:00,TS,10.6,152.3,20.0,1956
1956314N08153,1956-11-10 03:00:00,TS,10.7,152.0,20.0,1956
1956314N08153,1956-11-10 06:00:00,TS,10.8,151.7,20.0,1956
1956314N08153,1956-11-10 09:00:00,TS,10.8,151.5,20.0,1956
1956314N08153,1956-11-10 12:00:00,TS,10.8,151.3,20.0,1956
1956314N08153,1956-11-10 15:00:00,TS,10.8,151.0,20.0,1956
1956314N08153,1956-11-10 18:00:00,TS,10.7,150.7,20.0,1956
1956314N08153,1956-11-10 21:00:00,TS,10.7,150.5,20.0,1956
1956314N08153,1956-11-11 00:00:00,TS,10.7,150.2,20.0,1956
1956314N08153,1956-11-11 03:00:00,TS,10.7,149.7,20.0,1956
1956314N08153,1956-11-11 06:00:00,TS,10.7,149.1,20.0,1956
1956314N08153,1956-11-11 09:00:00,TS,10.8,148.5,20.0,1956
1956314N08153,1956-11-11 12:00:00,TS,10.8,147.9,20.0,1956
1956314N08153,1956-11-11 15:00:00,TS,10.9,147.2,23.0,1956
1956314N08153,1956-11-11 18:00:00,TS,10.9,146.5,25.0,1956
1956314N08153,1956-11-11 21:00:00,TS,11.2,145.9,28.0,1956
1956314N08153,1956-11-12 00:00:00,TS,11.5,145.4,30.0,1956
1956314N08153,1956-11-12 03:00:00,TS,11.7,144.8,35.0,1956
1956314N08153,1956-11-12 06:00:00,TS,12.0,144.2,40.0,1956
1956314N08153,1956-11-12 09:00:00,TS,12.2,143.6,45.0,1956
1956314N08153,1956-11-12 12:00:00,TS,12.5,143.0,50.0,1956
1956314N08153,1956-11-12 15:00:00,TS,12.7,142.3,53.0,1956
1956314N08153,1956-11-12 18:00:00,TS,13.0,141.6,55.0,1956
1956314N08153,1956-11-12 21:00:00,TS,13.3,140.9,58.0,1956
1956314N08153,1956-11-13 00:00:00,TS,13.6,140.2,60.0,1956
1956314N08153,1956-11-13 03:00:00,TS,14.0,139.6,63.0,1956
1956314N08153,1956-11-13 06:00:00,TS,14.3,138.8,65.0,1956
1956314N08153,1956-11-14 00:00:00,TS,14.9,132.0,80.0,1956
1956314N08153,1956-11-14 03:00:00,TS,15.4,130.9,80.0,1956
1956314N08153,1956-11-14 06:00:00,TS,15.8,129.8,80.0,1956
1956314N08153,1956-11-14 09:00:00,TS,16.2,128.7,80.0,1956
1956314N08153,1956-11-14 12:00:00,TS,16.5,127.6,80.0,1956
1956314N08153,1956-11-14 15:00:00,TS,16.5,126.5,85.0,1956
1956314N08153,1956-11-14 18:00:00,TS,16.4,125.5,90.0,1956
1956314N08153,1956-11-14 21:00:00,TS,16.2,124.7,93.0,1956
1956314N08153,1956-11-15 00:00:00,TS,16.1,124.0,95.0,1956
1956314N08153,1956-11-15 03:00:00,TS,16.1,123.5,88.0,1956
1956314N08153,1956-11-15 06:00:00,TS,16.2,123.0,80.0,1956
1956314N08153,1956-11-15 09:00:00,TS,16.3,122.4,80.0,1956
1956314N08153,1956-11-15 12:00:00,TS,16.4,121.8,80.0,1956
1956314N08153,1956-11-15 15:00:00,TS,16.1,121.3,73.0,1956
1956314N08153,1956-11-15 18:00:00,TS,15.8,120.8,65.0,1956
1956314N08153,1956-11-15 21:00:00,TS,15.3,120.4,58.0,1956
1956314N08153,1956-11-16 00:00:00,TS,14.9,120.1,50.0,1956
1956314N08153,1956-11-16 03:00:00,TS,14.6,119.8,50.0,1956
1956314N08153,1956-11-16 06:00:00,TS,14.5,119.5,50.0,1956
1956314N08153,1956-11-16 09:00:00,TS,14.2,119.2,50.0,1956
1956314N08153,1956-11-16 12:00:00,TS,14.0,119.0,50.0,1956
1956314N08153,1956-11-16 15:00:00,TS,13.8,118.6,53.0,1956
1956314N08153,1956-11-16 18:00:00,TS,13.6,118.3,55.0,1956
1956314N08153,1956-11-16 21:00:00,TS,13.4,118.1,58.0,1956
1956314N08153,1956-11-17 00:00:00,TS,13.3,117.9,60.0,1956
1956314N08153,1956-11-17 03:00:00,TS,13.2,117.7,65.0,1956
1956314N08153,1956-11-17 06:00:00,TS,13.2,117.5,70.0,1956
1956314N08153,1956-11-17 09:00:00,TS,13.1,117.3,73.0,1956
1956314N08153,1956-11-17 12:00:00,TS,13.0,117.2,75.0,1956
1956314N08153,1956-11-17 15:00:00,TS,12.9,117.1,73.0,1956
1956314N08153,1956-11-17 18:00:00,TS,12.9,117.0,70.0,1956
1956314N08153,1956-11-17 21:00:00,TS,12.9,116.8,68.0,1956
1956314N08153,1956-11-18 00:00:00,TS,12.9,116.7,65.0,1956
1956314N08153,1956-11-18 03:00:00,TS,13.0,116.5,63.0,1956
1956314N08153,1956-11-18 06:00:00,TS,13.1,116.4,60.0,1956
1956314N08153,1956-11-18 09:00:00,TS,13.2,116.2,58.0,1956
1956314N08153,1956-11-18 12:00:00,TS,13.3,116.1,55.0,1956
1956314N08153,1956-11-18 15:00:00,TS,13.5,116.0,53.0,1956
1956314N08153,1956-11-18 18:00:00,TS,13.7,115.9,50.0,1956
1956314N08153,1956-11-18 21:00:00,TS,13.8,115.7,48.0,1956
1956314N08153,1956-11-19 00:00:00,TS,14.0,115.5,45.0,1956
1956314N08153,1956-11-19 03:00:00,TS,14.1,115.2,45.0,1956
1956314N08153,1956-11-19 06:00:00,TS,14.3,115.0,45.0,1956
1956314N08153,1956-11-19 09:00:00,TS,14.3,114.8,45.0,1956
1956314N08153,1956-11-19 12:00:00,TS,14.3,114.6,45.0,1956
1956314N08153,1956-11-19 15:00:00,TS,14.3,114.2,43.0,1956
1956314N08153,1956-11-19 18:00:00,TS,14.3,113.9,40.0,1956
1956314N08153,1956-11-19 21:00:00,TS,14.2,113.6,40.0,1956
1956314N08153,1956-11-20 00:00:00,TS,14.1,113.3,40.0,1956
1956314N08153,1956-11-20 03:00:00,TS,14.1,113.0,40.0,1956
1956314N08153,1956-11-20 06:00:00,TS,14.1,112.8,40.0,1956
1956314N08153,1956-11-20 09:00:00,TS,14.2,112.5,40.0,1956
1956314N08153,1956-11-20 12:00:00,TS,14.2,112.4,40.0,1956
1956314N08153,1956-11-20 15:00:00,TS,14.1,112.4,40.0,1956
1956314N08153,1956-11-20 18:00:00,TS,14.1,112.7,40.0,1956
1956314N08153,1956-11-20 21:00:00,TS,14.1,112.9,35.0,1956
1956314N08153,1956-11-21 00:00:00,TS,14.2,113.2,30.0,1956
1956314N08153,1956-11-21 03:00:00,TS,14.4,113.5,28.0,1956
1956314N08153,1956-11-21 06:00:00,TS,14.5,113.8,25.0,1956
1956328N14129,1956-11-24 00:00:00,TS,17.3,126.4,70.0,1956
1956328N14129,1956-11-24 03:00:00,TS,17.5,126.5,73.0,1956
1956328N14129,1956-11-24 06:00:00,TS,17.5,126.7,75.0,1956
1956328N14129,1956-11-24 09:00:00,TS,17.4,126.9,75.0,1956
1956328N14129,1956-11-24 12:00:00,TS,17.4,127.2,75.0,1956
1956328N14129,1956-11-24 15:00:00,TS,17.7,127.4,75.0,1956
1956328N14129,1956-11-24 18:00:00,TS,18.0,127.6,75.0,1956
1956328N14129,1956-11-24 21:00:00,TS,18.4,127.6,73.0,1956
1956328N14129,1956-11-25 00:00:00,TS,18.6,127.4,70.0,1956
1956328N14129,1956-11-25 03:00:00,TS,18.4,127.3,65.0,1956
1956328N14129,1956-11-25 06:00:00,TS,18.1,127.1,60.0,1956
1956329N09136,1956-11-24 12:00:00,TS,9.7,135.3,20.0,1956
1956329N09136,1956-11-24 15:00:00,TS,9.9,134.9,25.0,1956
1956329N09136,1956-11-24 18:00:00,TS,10.2,134.6,30.0,1956
1956329N09136,1956-11-24 21:00:00,TS,10.5,134.3,38.0,1956
1956329N09136,1956-11-25 00:00:00,TS,10.9,134.0,45.0,1956
1956329N09136,1956-11-25 03:00:00,TS,11.2,133.5,45.0,1956
1956329N09136,1956-11-25 06:00:00,TS,11.6,133.0,45.0,1956
1956329N09136,1956-11-25 09:00:00,TS,11.9,132.5,45.0,1956
1956329N09136,1956-11-25 12:00:00,TS,12.4,131.9,45.0,1956
1956329N09136,1956-11-25 15:00:00,TS,13.0,131.3,50.0,1956
1956329N09136,1956-11-25 18:00:00,TS,13.5,130.7,55.0,1956
1956329N09136,1956-11-25 21:00:00,TS,13.8,130.1,60.0,1956
1956329N09136,1956-11-26 00:00:00,TS,14.1,129.6,65.0,1956
1956329N09136,1956-11-26 03:00:00,TS,14.2,129.1,65.0,1956
1956329N09136,1956-11-26 06:00:00,TS,14.2,128.7,65.0,1956
1956329N09136,1956-11-26 09:00:00,TS,14.3,128.3,65.0,1956
1956329N09136,1956-11-26 12:00:00,TS,14.2,127.9,65.0,1956
1956329N09136,1956-11-26 15:00:00,TS,14.2,127.6,65.0,1956
1956329N09136,1956-11-26 18:00:00,TS,14.1,127.3,65.0,1956
1956329N09136,1956-11-26 21:00:00,TS,14.0,126.9,68.0,1956
1956329N09136,1956-11-27 00:00:00,TS,14.0,126.6,70.0,1956
1956329N09136,1956-11-27 03:00:00,TS,14.0,126.4,73.0,1956
1956329N09136,1956-11-27 06:00:00,TS,14.0,126.1,75.0,1956
1956329N09136,1956-11-27 09:00:00,TS,14.0,125.7,75.0,1956
1956329N09136,1956-11-27 12:00:00,TS,14.1,125.3,75.0,1956
1956329N09136,1956-11-27 15:00:00,TS,14.1,125.0,75.0,1956
1956329N09136,1956-11-27 18:00:00,TS,14.2,124.8,75.0,1956
1956329N09136,1956-11-27 21:00:00,TS,14.2,124.4,75.0,1956
1956329N09136,1956-11-28 00:00:00,TS,14.3,124.0,75.0,1956
1956329N09136,1956-11-28 03:00:00,TS,14.3,123.7,75.0,1956
1956329N09136,1956-11-28 06:00:00,TS,14.4,123.3,75.0,1956
1956329N09136,1956-11-28 09:00:00,TS,14.6,122.8,75.0,1956
1956329N09136,1956-11-28 12:00:00,TS,14.9,122.4,75.0,1956
1956329N09136,1956-11-28 15:00:00,TS,15.3,122.0,68.0,1956
1956329N09136,1956-11-28 18:00:00,TS,15.6,121.7,60.0,1956
1956329N09136,1956-11-28 21:00:00,TS,15.9,121.2,53.0,1956
1956329N09136,1956-11-29 00:00:00,TS,16.1,120.6,45.0,1956
1956329N09136,1956-11-29 03:00:00,TS,16.3,120.1,45.0,1956
1956329N09136,1956-11-29 06:00:00,TS,16.4,119.7,45.0,1956
1956329N09136,1956-11-29 09:00:00,TS,16.4,119.2,43.0,1956
1956329N09136,1956-11-29 12:00:00,TS,16.3,118.8,40.0,1956
1956329N09136,1956-11-29 15:00:00,TS,16.2,118.5,38.0,1956
1956329N09136,1956-11-29 18:00:00,TS,16.2,118.3,35.0,1956
1956342N14128,1956-12-07 06:00:00,TS,13.6,128.4,25.0,1956
1956342N14128,1956-12-07 09:00:00,TS,13.9,128.0,25.0,1956
1956342N14128,1956-12-07 12:00:00,TS,14.1,127.7,25.0,1956
1956342N14128,1956-12-07 15:00:00,TS,14.3,127.3,38.0,1956
1956342N14128,1956-12-07 18:00:00,TS,14.4,127.1,50.0,1956
1956342N14128,1956-12-07 21:00:00,TS,14.5,126.7,63.0,1956
1956342N14128,1956-12-08 00:00:00,TS,14.5,126.4,75.0,1956
1956342N14128,1956-12-08 03:00:00,TS,14.4,126.2,75.0,1956
1956342N14128,1956-12-08 06:00:00,TS,14.3,125.9,75.0,1956
1956342N14128,1956-12-08 09:00:00,TS,14.2,125.7,75.0,1956
1956342N14128,1956-12-08 12:00:00,TS,14.1,125.4,75.0,1956
1956342N14128,1956-12-08 15:00:00,TS,13.9,125.1,78.0,1956
1956342N14128,1956-12-08 18:00:00,TS,13.8,124.9,80.0,1956
1956342N14128,1956-12-08 21:00:00,TS,13.7,124.5,83.0,1956
1956342N14128,1956-12-09 00:00:00,TS,13.6,124.2,85.0,1956
1956342N14128,1956-12-09 03:00:00,TS,13.7,124.0,83.0,1956
1956342N14128,1956-12-09 06:00:00,TS,13.7,123.7,80.0,1956
1956342N14128,1956-12-09 09:00:00,TS,13.8,123.3,75.0,1956
1956342N14128,1956-12-09 12:00:00,TS,13.8,122.9,70.0,1956
1956342N14128,1956-12-09 15:00:00,TS,13.8,122.6,68.0,1956
1956342N14128,1956-12-09 18:00:00,TS,13.8,122.2,65.0,1956
1956342N14128,1956-12-09 21:00:00,TS,13.7,121.9,63.0,1956
1956342N14128,1956-12-10 00:00:00,TS,13.6,121.6,60.0,1956
1956342N14128,1956-12-10 03:00:00,TS,13.5,121.2,48.0,1956
1956342N14128,1956-12-10 06:00:00,TS,13.5,120.9,35.0,1956
1957003N07140,1957-01-03 00:00:00,TS,7.2,139.8,30.0,1957
1957003N07140,1957-01-03 03:00:00,TS,7.2,139.2,33.0,1957
1957003N07140,1957-01-03 06:00:00,TS,7.3,138.6,35.0,1957
1957003N07140,1957-01-03 09:00:00,TS,7.5,138.1,35.0,1957
1957003N07140,1957-01-03 12:00:00,TS,7.6,137.5,35.0,1957
1957003N07140,1957-01-03 15:00:00,TS,7.8,136.9,38.0,1957
1957003N07140,1957-01-03 18:00:00,TS,7.9,136.4,40.0,1957
1957003N07140,1957-01-03 21:00:00,TS,8.1,135.8,40.0,1957
1957003N07140,1957-01-04 00:00:00,TS,8.3,135.2,40.0,1957
1957003N07140,1957-01-04 03:00:00,TS,8.5,134.7,40.0,1957
1957003N07140,1957-01-04 06:00:00,TS,8.6,134.1,40.0,1957
1957003N07140,1957-01-04 09:00:00,TS,8.6,133.5,40.0,1957
1957003N07140,1957-01-04 12:00:00,TS,8.6,132.9,40.0,1957
1957003N07140,1957-01-04 15:00:00,TS,8.7,132.3,40.0,1957
1957003N07140,1957-01-04 18:00:00,TS,8.7,131.7,40.0,1957
1957003N07140,1957-01-04 21:00:00,TS,8.8,131.1,40.0,1957
1957003N07140,1957-01-05 00:00:00,TS,8.9,130.5,40.0,1957
1957003N07140,1957-01-05 03:00:00,TS,9.0,129.9,40.0,1957
1957003N07140,1957-01-05 06:00:00,TS,9.2,129.3,40.0,1957
1957003N07140,1957-01-05 09:00:00,TS,9.4,128.8,40.0,1957
1957003N07140,1957-01-05 12:00:00,TS,9.6,128.2,40.0,1957
1957003N07140,1957-01-05 15:00:00,TS,9.8,127.6,35.0,1957
1957003N07140,1957-01-05 18:00:00,TS,10.0,127.0,30.0,1957
1957003N07140,1957-01-05 21:00:00,TS,10.1,126.4,30.0,1957
1957003N07140,1957-01-06 00:00:00,TS,10.2,125.8,30.0,1957
1957003N07140,1957-01-06 03:00:00,TS,10.3,125.3,30.0,1957
1957003N07140,1957-01-07 03:00:00,TS,11.8,123.1,30.0,1957
1957003N07140,1957-01-07 06:00:00,TS,12.0,122.9,30.0,1957
1957021N03152,1957-01-22 00:00:00,TS,4.2,148.2,45.0,1957
1957021N03152,1957-01-22 03:00:00,TS,4.4,147.6,45.0,1957
1957021N03152,1957-01-22 06:00:00,TS,4.6,147.0,45.0,1957
1957021N03152,1957-01-22 09:00:00,TS,4.8,146.4,45.0,1957
1957021N03152,1957-01-22 12:00:00,TS,5.2,145.7,45.0,1957
1957021N03152,1957-01-22 15:00:00,TS,5.5,144.9,45.0,1957
1957021N03152,1957-01-22 18:00:00,TS,5.8,144.2,45.0,1957
1957021N03152,1957-01-22 21:00:00,TS,6.1,143.5,70.0,1957
1957021N03152,1957-01-23 00:00:00,TS,6.5,142.8,95.0,1957
1957021N03152,1957-01-23 03:00:00,TS,6.9,142.0,100.0,1957
1957021N03152,1957-01-23 06:00:00,TS,7.3,141.2,105.0,1957
1957021N03152,1957-01-23 09:00:00,TS,7.8,140.5,105.0,1957
1957021N03152,1957-01-23 12:00:00,TS,8.3,139.8,105.0,1957
1957021N03152,1957-01-23 15:00:00,TS,8.7,139.0,108.0,1957
1957021N03152,1957-01-23 18:00:00,TS,9.1,138.1,110.0,1957
1957021N03152,1957-01-23 21:00:00,TS,9.5,137.3,120.0,1957
1957021N03152,1957-01-24 00:00:00,TS,9.9,136.7,130.0,1957
1957021N03152,1957-01-24 03:00:00,TS,10.4,136.1,133.0,1957
1957021N03152,1957-01-24 06:00:00,TS,10.9,135.7,135.0,1957
1957021N03152,1957-01-24 09:00:00,TS,11.4,135.3,133.0,1957
1957021N03152,1957-01-24 12:00:00,TS,11.9,134.9,130.0,1957
1957021N03152,1957-01-24 15:00:00,TS,12.4,134.6,125.0,1957
1957021N03152,1957-01-24 18:00:00,TS,12.9,134.2,120.0,1957
1957021N03152,1957-01-24 21:00:00,TS,13.3,133.8,118.0,1957
1957021N03152,1957-01-25 00:00:00,TS,13.8,133.5,115.0,1957
1957021N03152,1957-01-25 03:00:00,TS,14.2,133.2,113.0,1957
1957021N03152,1957-01-25 06:00:00,TS,14.6,133.0,110.0,1957
1957021N03152,1957-01-25 09:00:00,TS,14.9,132.9,110.0,1957
1957021N03152,1957-01-25 12:00:00,TS,15.2,132.8,110.0,1957
1957021N03152,1957-01-25 15:00:00,TS,15.4,132.7,90.0,1957
1957021N03152,1957-01-25 18:00:00,TS,15.6,132.5,70.0,1957
1957021N03152,1957-01-25 21:00:00,TS,15.8,132.3,60.0,1957
1957021N03152,1957-01-26 00:00:00,TS,16.1,132.1,50.0,1957
1957021N03152,1957-01-26 03:00:00,TS,16.5,131.9,50.0,1957
1957021N03152,1957-01-26 06:00:00,TS,16.9,131.7,50.0,1957
1957021N03152,1957-01-26 09:00:00,TS,17.4,131.6,50.0,1957
1957021N03152,1957-01-26 12:00:00,TS,17.9,131.5,50.0,1957
1957021N03152,1957-01-26 15:00:00,TS,18.4,131.6,50.0,1957
1957021N03152,1957-01-26 18:00:00,TS,18.9,131.7,50.0,1957
1957021N03152,1957-01-26 21:00:00,TS,19.3,131.9,45.0,1957
1957021N03152,1957-01-27 00:00:00,TS,19.6,132.0,40.0,1957
1957021N03152,1957-01-27 03:00:00,TS,20.0,132.3,38.0,1957
1957021N03152,1957-01-27 06:00:00,TS,20.3,132.7,35.0,1957
1957101N05136,1957-04-11 00:00:00,TS,4.5,135.7,20.0,1957
1957101N05136,1957-04-11 03:00:00,TS,4.9,135.6,20.0,1957
