SID,start_time,end_time,start_year,max_wind,n_track_points,mean_lat,mean_lon,peak_intensity
1964269N12142,1964-09-26 18:00:00,1964-10-01 12:00:00,1964,60.0,39,15.305128205128204,120.73333333333335,TS
1964276N07142,1964-10-02 00:00:00,1964-10-08 06:00:00,1964,80.0,51,15.527450980392157,121.48823529411764,TY
1964278N07156,1964-10-06 06:00:00,1964-10-13 12:00:00,1964,90.0,59,16.54915254237288,121.6728813559322,TY
1964291N11143,1964-10-20 06:00:00,1964-10-23 18:00:00,1964,45.0,29,16.317241379310346,116.35862068965517,TS
1964319N08141,1964-11-15 06:00:00,1964-11-23 09:00:00,1964,165.0,66,10.463636363636365,126.60606060606061,STY
1964332N12120,1964-11-27 00:00:00,1964-11-28 18:00:00,1964,55.0,15,13.066666666666666,120.88000000000001,TS
1964344N06153,1964-12-08 18:00:00,1964-12-16 00:00:00,1964,170.0,59,10.888135593220339,133.16101694915255,STY
1965017N12126,1965-01-19 06:00:00,1965-01-23 06:00:00,1965,65.0,33,15.5,127.26363636363635,TY
1965046N09140,1965-02-18 00:00:00,1965-02-19 09:00:00,1965,40.0,12,7.233333333333333,131.375,TS
1965065N10128,1965-03-06 06:00:00,1965-03-07 06:00:00,1965,40.0,9,10.966666666666667,126.89999999999999,TS
1965140N09134,1965-05-21 06:00:00,1965-05-27 06:00:00,1965,100.0,49,18.079591836734693,128.1795918367347,TY
1965149N18113,1965-06-01 00:00:00,1965-06-03 03:00:00,1965,120.0,18,23.961111111111112,125.08333333333333,TY
1965161N09151,1965-06-12 06:00:00,1965-06-19 09:00:00,1965,160.0,58,16.584482758620688,129.9241379310345,STY
1965169N08142,1965-06-18 06:00:00,1965-06-26 00:00:00,1965,50.0,41,17.134146341463413,127.5,TS
1965187N08144,1965-07-07 06:00:00,1965-07-16 00:00:00,1965,140.0,71,15.201408450704225,126.48732394366198,STY
1965194N06156,1965-07-13 00:00:00,1965-07-23 09:00:00,1965,60.0,84,14.610714285714286,128.39285714285714,TS
1965200N10152,1965-07-21 00:00:00,1965-07-26 15:00:00,1965,100.0,46,16.8,134.0695652173913,TY
1965205N07163,1965-07-31 00:00:00,1965-08-06 21:00:00,1965,140.0,56,25.303571428571427,129.66607142857143,STY
1965208N14133,1965-07-27 06:00:00,1965-07-31 18:00:00,1965,80.0,37,14.110810810810811,128.67297297297296,TY
1965226N20139,1965-08-15 00:00:00,1965-08-19 21:00:00,1965,150.0,40,22.1875,127.1125,STY
1965241N19118,1965-08-30 18:00:00,1965-09-02 09:00:00,1965,45.0,22,15.663636363636364,113.25454545454545,TS
1965242N15139,1965-09-01 06:00:00,1965-09-05 18:00:00,1965,100.0,37,19.197297297297297,118.44054054054054,TY
1965244N09145,1965-09-05 12:00:00,1965-09-10 21:00:00,1965,130.0,44,26.927272727272726,136.1727272727273,STY
1965251N11143,1965-09-10 12:00:00,1965-09-18 03:00:00,1965,130.0,62,23.575806451612905,133.68387096774194,STY
1965259N08153,1965-09-19 12:00:00,1965-09-25 15:00:00,1965,50.0,50,24.316,136.166,TS
1965317N09169,1965-11-14 00:00:00,1965-11-26 00:00:00,1965,135.0,97,13.371134020618557,147.56907216494847,STY
1966093N07166,1966-04-04 00:00:00,1966-04-14 18:00:00,1966,85.0,87,13.590804597701151,138.1103448275862,TY
1966130N06139,1966-05-11 06:00:00,1966-05-22 00:00:00,1966,120.0,87,13.568965517241379,125.84827586206896,TY
1966141N16117,1966-05-25 00:00:00,1966-05-31 15:00:00,1966,85.0,54,19.325925925925926,118.72777777777777,TY
1966171N09151,1966-06-22 00:00:00,1966-06-29 03:00:00,1966,170.0,58,19.982758620689655,135.2793103448276,STY
1966189N11127,1966-07-11 18:00:00,1966-07-14 12:00:00,1966,50.0,22,21.322727272727274,114.5090909090909,TS
1966195N18135,1966-07-15 06:00:00,1966-07-17 21:00:00,1966,85.0,22,20.068181818181817,118.9,TY
1966197N18143,1966-07-17 06:00:00,1966-07-20 06:00:00,1966,65.0,25,23.451999999999998,125.288,TY
1966223N16118,1966-08-12 12:00:00,1966-08-16 06:00:00,1966,80.0,31,19.15806451612903,118.83225806451614,TY
1966241N17147,1966-08-30 06:00:00,1966-09-07 03:00:00,1966,150.0,64,21.1890625,130.9390625,STY
1966252N17112,1966-09-11 18:00:00,1966-09-17 21:00:00,1966,115.0,50,21.344,120.01799999999999,TY
1966259N15142,1966-09-19 00:00:00,1966-09-24 18:00:00,1966,60.0,47,23.278723404255317,128.44042553191488,TS
1966299N10137,1966-10-28 00:00:00,1966-11-02 12:00:00,1966,60.0,45,16.755555555555556,126.41777777777779,TS
1966321N09138,1966-11-18 12:00:00,1966-11-25 21:00:00,1966,60.0,60,13.878333333333334,118.62833333333333,TS
1966325N08140,1966-11-22 06:00:00,1966-11-25 03:00:00,1966,45.0,24,16.429166666666667,125.42083333333333,TS
1966358N07139,1966-12-25 12:00:00,1966-12-30 18:00:00,1966,90.0,43,12.304651162790698,120.79302325581396,TY
1967028N05140,1967-02-04 00:00:00,1967-02-06 21:00:00,1967,40.0,24,10.5375,131.33333333333334,TS
1967059N02145,1967-03-01 06:00:00,1967-03-04 00:00:00,1967,85.0,23,9.056521739130433,128.60434782608695,TY
1967091N04151,1967-04-01 18:00:00,1967-04-11 00:00:00,1967,120.0,75,14.769333333333334,129.41733333333332,TY
1967128N06137,1967-05-10 00:00:00,1967-05-11 18:00:00,1967,40.0,15,12.946666666666665,133.96666666666667,TS
1967175N10142,1967-06-26 06:00:00,1967-07-01 00:00:00,1967,80.0,38,18.68421052631579,122.54210526315791,TY
1967181N09148,1967-07-02 00:00:00,1967-07-08 00:00:00,1967,75.0,49,19.397959183673468,130.11836734693878,TY
1967183N20155,1967-07-06 00:00:00,1967-07-12 03:00:00,1967,100.0,50,21.448,130.51,TY
1967209N16113,1967-07-29 12:00:00,1967-08-02 12:00:00,1967,60.0,33,18.203030303030303,112.98181818181818,TS
1967209N17139,1967-07-29 12:00:00,1967-08-08 00:00:00,1967,60.0,77,29.658441558441556,144.93376623376622,TS
1967228N14132,1967-08-19 06:00:00,1967-08-21 21:00:00,1967,70.0,22,19.88181818181818,115.53181818181817,TY
1967235N18144,1967-08-24 06:00:00,1967-08-29 00:00:00,1967,125.0,39,18.828205128205127,128.87692307692308,TY
1967237N15140,1967-08-27 06:00:00,1967-08-30 09:00:00,1967,70.0,26,22.234615384615385,125.91923076923078,TY
1967246N21124,1967-09-04 12:00:00,1967-09-05 18:00:00,1967,50.0,11,18.990909090909092,114.42727272727274,TS
1967283N11150,1967-10-12 06:00:00,1967-10-20 00:00:00,1967,160.0,63,16.02698412698413,125.93650793650794,STY
1967289N09149,1967-10-17 06:00:00,1967-10-27 21:00:00,1967,100.0,86,19.011627906976745,133.24651162790698,TY
1967303N07150,1967-10-31 00:00:00,1967-11-08 00:00:00,1967,140.0,65,14.121538461538462,124.01076923076923,STY
1967310N11129,1967-11-07 06:00:00,1967-11-10 15:00:00,1967,85.0,28,11.135714285714286,115.01785714285714,TY
1967311N09160,1967-11-08 06:00:00,1967-11-18 18:00:00,1967,130.0,85,15.13764705882353,140.56117647058824,STY
1967350N10135,1967-12-17 06:00:00,1967-12-19 21:00:00,1967,60.0,22,12.818181818181818,134.6681818181818,TS
1968149N10150,1968-05-31 00:00:00,1968-06-05 09:00:00,1968,100.0,44,19.693181818181817,134.27727272727273,TY
1968178N13156,1968-06-28 00:00:00,1968-07-02 03:00:00,1968,110.0,34,19.894117647058824,133.41764705882352,TY
1968202N19133,1968-07-21 06:00:00,1968-07-28 15:00:00,1968,60.0,60,20.538333333333334,122.44166666666666,TS
1968218N15141,1968-08-10 00:00:00,1968-08-13 12:00:00,1968,60.0,29,18.689655172413794,113.7344827586207,TS
1968227N14145,1968-08-17 00:00:00,1968-08-21 18:00:00,1968,65.0,39,18.317948717948717,121.66666666666667,TY
1968235N20138,1968-08-23 06:00:00,1968-08-29 06:00:00,1968,55.0,49,26.36122448979592,129.90612244897957,TS
1968240N15151,1968-08-28 06:00:00,1968-09-09 06:00:00,1968,140.0,97,20.615463917525773,129.68969072164947,STY
1968256N16148,1968-09-16 06:00:00,1968-09-25 00:00:00,1968,120.0,71,21.808450704225354,130.243661971831,TY
1968266N06142,1968-09-24 06:00:00,1968-10-01 12:00:00,1968,150.0,59,17.001694915254237,123.61525423728814,STY
1968286N07142,1968-10-15 00:00:00,1968-10-24 00:00:00,1968,90.0,73,20.397260273972602,133.49726027397259,TY
1968314N08138,1968-11-12 06:00:00,1968-11-24 00:00:00,1968,65.0,95,11.66,123.99263157894737,TY
1968320N07168,1968-11-19 06:00:00,1968-11-28 00:00:00,1968,70.0,71,11.299999999999999,125.10985915492957,TY
1968325N05168,1968-11-22 00:00:00,1968-11-29 18:00:00,1968,120.0,63,15.134920634920634,134.45396825396827,TY
1969105N06148,1969-04-18 06:00:00,1969-04-25 06:00:00,1969,105.0,57,8.428070175438597,130.72456140350877,TY
1969187N09131,1969-07-08 12:00:00,1969-07-11 12:00:00,1969,70.0,25,14.484000000000002,114.256,TY
1969201N04151,1969-07-22 00:00:00,1969-07-29 03:00:00,1969,130.0,58,16.989655172413794,128.05689655172415,STY
1969208N12145,1969-07-30 00:00:00,1969-07-31 12:00:00,1969,50.0,13,18.146153846153847,129.48461538461538,TS
1969216N09143,1969-08-05 06:00:00,1969-08-08 21:00:00,1969,70.0,30,21.446666666666665,127.83333333333333,TY
1969225N10150,1969-08-15 00:00:00,1969-08-23 06:00:00,1969,85.0,67,23.505970149253734,132.13432835820896,TY
1969241N10127,1969-08-31 06:00:00,1969-09-03 00:00:00,1969,65.0,23,16.530434782608694,109.66086956521738,TY
1969259N15165,1969-09-19 06:00:00,1969-09-27 15:00:00,1969,150.0,68,19.845588235294116,141.90441176470588,STY
1969270N13139,1969-09-30 00:00:00,1969-10-10 12:00:00,1969,60.0,80,25.232499999999998,128.47,TS
1969299N10142,1969-10-28 06:00:00,1969-11-05 09:00:00,1969,105.0,66,18.25,133.38030303030303,TY
1969306N08156,1969-11-03 06:00:00,1969-11-09 15:00:00,1969,110.0,52,16.432692307692307,136.74807692307692,TY
1969328N09138,1969-11-24 12:00:00,1969-11-28 12:00:00,1969,50.0,33,13.242424242424242,130.97575757575757,TS
1970050N07151,1970-02-20 00:00:00,1970-02-27 12:00:00,1970,120.0,61,12.054098360655736,134.21639344262294,TY
1970177N07142,1970-06-29 06:00:00,1970-06-30 12:00:00,1970,50.0,11,9.354545454545455,126.2,TS
1970178N07153,1970-06-29 00:00:00,1970-07-05 21:00:00,1970,140.0,56,22.735714285714288,129.93928571428572,STY
1970190N12140,1970-07-12 00:00:00,1970-07-16 06:00:00,1970,55.0,35,17.145714285714288,121.21428571428571,TS
1970215N21137,1970-08-06 00:00:00,1970-08-09 06:00:00,1970,40.0,27,18.329629629629633,118.88888888888889,TS
1970219N18140,1970-08-09 06:00:00,1970-08-15 18:00:00,1970,105.0,53,27.61320754716981,130.14905660377357,TY
1970233N15138,1970-08-23 06:00:00,1970-08-31 12:00:00,1970,110.0,67,25.85970149253731,129.5358208955224,TY
1970245N19131,1970-09-04 12:00:00,1970-09-07 21:00:00,1970,55.0,28,24.392857142857142,124.85,TS
1970246N14142,1970-09-04 06:00:00,1970-09-06 00:00:00,1970,45.0,15,25.026666666666664,129.62,TS
1970250N15140,1970-09-08 00:00:00,1970-09-14 06:00:00,1970,140.0,51,17.258823529411767,122.82549019607843,STY
1970282N08147,1970-10-10 00:00:00,1970-10-18 00:00:00,1970,150.0,65,14.618461538461538,121.47076923076924,STY
1970286N06143,1970-10-14 06:00:00,1970-10-25 12:00:00,1970,130.0,91,10.621978021978022,122.92527472527473,STY
1970296N07134,1970-10-27 06:00:00,1970-10-29 06:00:00,1970,60.0,17,11.770588235294117,110.67647058823529,TS
1970299N10157,1970-10-28 06:00:00,1970-11-06 12:00:00,1970,55.0,75,14.474666666666666,122.988,TS
1970315N08128,1970-11-14 00:00:00,1970-11-17 03:00:00,1970,50.0,26,13.715384615384616,113.23076923076923,TS
1970318N13157,1970-11-14 06:00:00,1970-11-22 03:00:00,1970,135.0,64,15.1265625,127.9515625,STY
1971074N06134,1971-03-18 06:00:00,1971-03-19 12:00:00,1971,45.0,11,10.5,129.92727272727274,TS
1971098N08142,1971-04-08 06:00:00,1971-04-18 06:00:00,1971,90.0,81,16.029629629629632,132.27037037037036,TY
1971112N11132,1971-04-23 06:00:00,1971-05-03 09:00:00,1971,75.0,82,12.357317073170732,115.81829268292684,TY
1971122N14120,1971-05-03 06:00:00,1971-05-07 03:00:00,1971,55.0,32,19.346875,122.603125,TS
1971137N10129,1971-05-19 06:00:00,1971-05-22 18:00:00,1971,50.0,29,20.29655172413793,127.14137931034483,TS
1971141N07156,1971-05-25 06:00:00,1971-05-30 06:00:00,1971,90.0,41,16.302439024390242,116.65365853658537,TY
1971147N09139,1971-05-28 12:00:00,1971-05-29 12:00:00,1971,35.0,9,6.122222222222223,129.74444444444444,TS
1971160N10135,1971-06-14 12:00:00,1971-06-18 00:00:00,1971,75.0,29,19.03793103448276,118.85517241379311,TY
1971173N09136,1971-06-24 12:00:00,1971-06-28 06:00:00,1971,90.0,31,15.741935483870968,117.40645161290323,TY
1971181N09138,1971-07-02 06:00:00,1971-07-07 00:00:00,1971,125.0,39,14.353846153846153,116.44615384615383,TY
1971185N23137,1971-07-05 06:00:00,1971-07-07 18:00:00,1971,60.0,21,29.82857142857143,134.84761904761905,TS
1971189N12130,1971-07-09 06:00:00,1971-07-13 12:00:00,1971,50.0,35,16.102857142857143,113.9,TS
1971190N09141,1971-07-09 12:00:00,1971-07-18 00:00:00,1971,85.0,69,12.51159420289855,125.33623188405798,TY
1971192N07153,1971-07-16 06:00:00,1971-07-22 12:00:00,1971,130.0,51,18.45686274509804,124.21176470588236,STY
1971200N11144,1971-07-20 00:00:00,1971-07-26 12:00:00,1971,150.0,53,18.439622641509434,130.74905660377357,STY
1971205N10153,1971-07-29 06:00:00,1971-08-05 18:00:00,1971,85.0,61,26.77704918032787,135.39672131147543,TY
1971216N11143,1971-08-04 06:00:00,1971-08-10 00:00:00,1971,40.0,47,21.114893617021277,135.24255319148935,TS
1971218N08161,1971-08-10 00:00:00,1971-08-17 00:00:00,1971,120.0,57,17.99298245614035,125.16666666666667,TY
1971251N18127,1971-09-15 06:00:00,1971-09-19 06:00:00,1971,75.0,33,21.663636363636364,123.98181818181818,TY
1971258N20158,1971-09-17 00:00:00,1971-09-23 06:00:00,1971,140.0,51,21.125490196078434,134.94509803921568,STY
1971266N16145,1971-09-24 06:00:00,1971-09-26 12:00:00,1971,50.0,19,25.989473684210527,135.03684210526316,TS
1971267N12130,1971-09-27 00:00:00,1971-09-30 09:00:00,1971,70.0,28,18.517857142857142,113.75357142857142,TY
1971274N06134,1971-10-03 06:00:00,1971-10-09 12:00:00,1971,100.0,51,15.60392156862745,115.62745098039215,TY
1971275N10176,1971-10-04 18:00:00,1971-10-13 06:00:00,1971,65.0,55,15.13090909090909,132.19272727272727,TY
1971281N16134,1971-10-07 18:00:00,1971-10-11 00:00:00,1971,65.0,27,15.725925925925926,125.25925925925925,TY
1971291N11134,1971-10-19 12:00:00,1971-10-23 18:00:00,1971,90.0,35,11.985714285714286,117.41714285714286,TY
1971311N06141,1971-11-08 00:00:00,1971-11-15 12:00:00,1971,155.0,61,16.540983606557376,134.25737704918032,STY
1972004N10142,1972-01-05 00:00:00,1972-01-15 12:00:00,1972,120.0,85,12.242352941176469,130.11411764705883,TY
1972174N11137,1972-06-22 18:00:00,1972-06-30 18:00:00,1972,80.0,60,19.6,116.00666666666666,TY
1972187N09150,1972-07-06 12:00:00,1972-07-26 09:00:00,1972,145.0,160,21.816875,133.138125,STY
1972187N11126,1972-07-05 06:00:00,1972-07-15 03:00:00,1972,65.0,80,19.66,118.09124999999999,TY
1972210N21132,1972-07-30 00:00:00,1972-08-02 03:00:00,1972,60.0,26,23.588461538461537,126.67307692307692,TS
1972221N11151,1972-08-08 00:00:00,1972-08-17 21:00:00,1972,135.0,80,19.0775,135.88625,STY
1972244N12123,1972-08-30 12:00:00,1972-09-04 15:00:00,1972,75.0,38,15.049999999999999,112.37105263157896,TY
1972251N12137,1972-09-10 12:00:00,1972-09-16 09:00:00,1972,75.0,48,14.989583333333334,113.78125,TY
1972254N14145,1972-09-12 06:00:00,1972-09-18 21:00:00,1972,100.0,51,27.388235294117646,135.62745098039215,TY
1972255N15130,1972-09-11 18:00:00,1972-09-19 03:00:00,1972,50.0,57,15.333333333333334,126.5701754385965,TS
1972271N15125,1972-09-30 00:00:00,1972-10-04 06:00:00,1972,75.0,30,17.46333333333333,109.59666666666666,TY
1972289N14173,1972-10-16 00:00:00,1972-10-29 00:00:00,1972,105.0,98,19.508163265306123,152.86632653061224,TY
1972307N18144,1972-11-03 00:00:00,1972-11-09 18:00:00,1972,110.0,55,16.44181818181818,120.65454545454546,TY
1972335N06142,1972-11-30 00:00:00,1972-12-12 00:00:00,1972,105.0,96,11.364583333333334,120.20937500000001,TY
1973179N11128,1973-06-30 00:00:00,1973-07-03 21:00:00,1973,60.0,32,21.0,118.696875,TS
1973192N10129,1973-07-12 06:00:00,1973-07-20 06:00:00,1973,130.0,64,25.8125,124.7390625,STY
1973204N10141,1973-07-28 00:00:00,1973-07-30 00:00:00,1973,40.0,17,19.094117647058823,124.55882352941177,TS
1973219N17142,1973-08-09 06:00:00,1973-08-18 03:00:00,1973,85.0,72,26.9125,129.89444444444445,TY
1973229N20134,1973-08-17 00:00:00,1973-08-22 18:00:00,1973,45.0,30,20.23,124.52333333333333,TS
1973242N12136,1973-09-02 00:00:00,1973-09-09 00:00:00,1973,75.0,54,19.8,113.96296296296296,TY
1973253N14129,1973-09-11 18:00:00,1973-09-16 00:00:00,1973,80.0,35,19.12857142857143,110.61999999999999,TY
1973274N10136,1973-10-01 00:00:00,1973-10-11 00:00:00,1973,160.0,78,16.006410256410255,126.8525641025641,STY
1973278N13144,1973-10-06 00:00:00,1973-10-15 00:00:00,1973,140.0,73,15.854794520547946,127.40958904109588,STY
1973284N12144,1973-10-11 00:00:00,1973-10-21 00:00:00,1973,90.0,78,16.27948717948718,121.21538461538461,TY
1973313N12116,1973-11-09 00:00:00,1973-11-12 06:00:00,1973,55.0,20,11.865,109.65,TS
1973317N08122,1973-11-14 00:00:00,1973-11-18 12:00:00,1973,55.0,32,9.8,107.546875,TS
1973320N05142,1973-11-19 00:00:00,1973-11-27 12:00:00,1973,50.0,68,13.991176470588234,118.1970588235294,TS
1974008N07132,1974-01-09 12:00:00,1974-01-13 21:00:00,1974,55.0,35,13.008571428571429,137.24285714285713,TS
1974156N06144,1974-06-07 00:00:00,1974-06-14 18:00:00,1974,70.0,62,16.416129032258063,118.60161290322581,TY
1974163N08141,1974-06-12 00:00:00,1974-06-19 00:00:00,1974,60.0,57,17.817543859649124,129.97543859649124,TS
1974177N17153,1974-06-29 00:00:00,1974-07-08 06:00:00,1974,90.0,75,25.828,131.67333333333335,TY
1974194N10151,1974-07-14 00:00:00,1974-07-20 12:00:00,1974,45.0,52,23.68653846153846,139.32307692307694,TS
1974196N16133,1974-07-16 12:00:00,1974-07-21 00:00:00,1974,45.0,37,24.924324324324324,124.22162162162162,TS
1974197N11147,1974-07-16 00:00:00,1974-07-24 00:00:00,1974,95.0,62,16.391935483870967,124.65645161290323,TY
1974219N16117,1974-08-08 06:00:00,1974-08-11 15:00:00,1974,35.0,28,21.34642857142857,119.075,TS
1974227N17126,1974-08-15 00:00:00,1974-08-18 06:00:00,1974,50.0,27,20.822222222222223,137.1962962962963,TS
1974237N21117,1974-08-27 00:00:00,1974-09-01 00:00:00,1974,50.0,41,24.709756097560977,128.20731707317074,TS
1974238N23125,1974-08-26 00:00:00,1974-08-30 03:00:00,1974,30.0,34,29.205882352941178,126.82352941176471,TD
1974245N24123,1974-09-03 00:00:00,1974-09-08 21:00:00,1974,75.0,48,27.15625,129.64583333333334,TY
1974262N16146,1974-09-24 00:00:00,1974-09-30 12:00:00,1974,60.0,53,22.10188679245283,121.57358490566037,TS
1974280N11143,1974-10-08 00:00:00,1974-10-14 09:00:00,1974,65.0,52,17.213461538461537,121.26346153846154,TY
1974286N11138,1974-10-13 00:00:00,1974-10-20 12:00:00,1974,75.0,57,17.019298245614035,120.52280701754387,TY
1974291N10150,1974-10-20 00:00:00,1974-10-27 12:00:00,1974,90.0,61,17.272131147540982,119.40655737704918,TY
1974296N14148,1974-10-23 00:00:00,1974-11-01 00:00:00,1974,95.0,71,18.190140845070424,125.41830985915495,TY
1974303N13130,1974-10-31 18:00:00,1974-11-04 15:00:00,1974,55.0,32,14.234375,116.184375,TS
1974306N07142,1974-11-02 00:00:00,1974-11-10 00:00:00,1974,120.0,65,15.410769230769231,127.77076923076923,TY
1974315N09135,1974-11-13 06:00:00,1974-11-15 12:00:00,1974,35.0,19,12.957894736842105,114.57368421052632,TS
1974324N08146,1974-11-20 00:00:00,1974-12-02 15:00:00,1974,115.0,100,14.797,127.61,TY
1974349N11126,1974-12-17 06:00:00,1974-12-19 06:00:00,1974,40.0,17,13.011764705882353,112.16470588235293,TS
1974352N09140,1974-12-18 00:00:00,1974-12-24 09:00:00,1974,40.0,42,10.333333333333334,122.85,TS
1975019N09140,1975-01-21 00:00:00,1975-01-28 12:00:00,1975,70.0,61,11.211475409836066,123.3983606557377,TY
1975111N05132,1975-04-23 06:00:00,1975-04-28 00:00:00,1975,25.0,12,13.4,116.53333333333335,TD
1975211N20137,1975-07-30 18:00:00,1975-08-06 00:00:00,1975,135.0,51,23.431372549019606,123.20196078431373,STY
1975217N20126,1975-08-05 00:00:00,1975-08-07 00:00:00,1975,28.0,15,22.80666666666667,125.14,TD
1975221N18116,1975-08-17 00:00:00,1975-08-23 21:00:00,1975,80.0,56,29.057142857142857,131.86964285714285,TY
1975221N18127,1975-08-09 00:00:00,1975-08-15 09:00:00,1975,65.0,52,25.86730769230769,120.80576923076923,TY
1975247N14131,1975-09-04 00:00:00,1975-09-07 15:00:00,1975,45.0,30,16.75,132.43333333333334,TS
1975258N12132,1975-09-15 00:00:00,1975-09-21 06:00:00,1975,75.0,47,16.52978723404255,117.61063829787234,TY
1975259N10141,1975-09-17 06:00:00,1975-09-23 21:00:00,1975,95.0,54,20.135185185185183,129.9611111111111,TY
1975273N09138,1975-09-30 00:00:00,1975-10-06 21:00:00,1975,105.0,48,25.87708333333333,137.67708333333334,TY
1975281N10142,1975-10-08 00:00:00,1975-10-14 15:00:00,1975,135.0,52,18.040384615384617,126.57115384615385,STY
1975288N13138,1975-10-15 00:00:00,1975-10-23 12:00:00,1975,70.0,58,16.25344827586207,121.98275862068965,TY
1975296N24129,1975-10-24 00:00:00,1975-11-02 03:00:00,1975,60.0,50,20.872,131.458,TS
1975305N14125,1975-11-02 00:00:00,1975-11-04 09:00:00,1975,45.0,20,13.940000000000001,115.07000000000001,TS
1975357N07116,1975-12-26 00:00:00,1975-12-30 00:00:00,1975,30.0,33,9.83939393939394,115.87575757575758,TD
1975360N10127,1975-12-26 00:00:00,1975-12-30 12:00:00,1975,30.0,37,14.694594594594596,127.30000000000001,TD
1976056N04163,1976-02-25 00:00:00,1976-03-03 00:00:00,1976,35.0,56,7.773214285714286,147.1625,TS
1976092N11140,1976-04-01 00:00:00,1976-04-14 15:00:00,1976,115.0,110,12.917272727272728,135.82090909090908,TY
1976131N12142,1976-05-10 00:00:00,1976-05-27 09:00:00,1976,100.0,132,15.324242424242424,127.26818181818183,TY
1976172N11141,1976-06-20 00:00:00,1976-07-05 12:00:00,1976,120.0,108,19.980555555555558,127.4462962962963,TY
1976176N09148,1976-06-24 00:00:00,1976-07-03 03:00:00,1976,115.0,74,21.21891891891892,141.12567567567567,TY
1976190N09163,1976-07-08 00:00:00,1976-07-20 03:00:00,1976,135.0,88,19.477272727272727,142.4375,STY
1976202N15127,1976-07-20 00:00:00,1976-07-27 12:00:00,1976,65.0,54,26.012962962962963,131.7962962962963,TY
1976202N16118,1976-07-20 00:00:00,1976-07-27 09:00:00,1976,55.0,59,19.0864406779661,112.23050847457628,TS
1976213N08160,1976-07-31 00:00:00,1976-08-11 15:00:00,1976,125.0,94,17.94787234042553,137.53829787234042,TY
1976215N15118,1976-08-02 00:00:00,1976-08-08 12:00:00,1976,40.0,42,19.826190476190476,112.32857142857144,TS
1976230N18143,1976-08-18 00:00:00,1976-08-22 21:00:00,1976,50.0,40,27.152499999999996,128.0525,TS
1976233N13136,1976-08-20 00:00:00,1976-08-25 12:00:00,1976,45.0,40,19.1025,121.37750000000001,TS
1976246N09157,1976-09-02 00:00:00,1976-09-13 21:00:00,1976,130.0,94,22.096808510638297,137.39787234042552,STY
1976257N15113,1976-09-14 00:00:00,1976-09-28 09:00:00,1976,75.0,110,19.16,113.15363636363637,TY
1976301N07153,1976-10-27 00:00:00,1976-11-07 21:00:00,1976,140.0,82,16.558536585365854,137.29268292682926,STY
1976309N05160,1976-11-06 00:00:00,1976-11-11 03:00:00,1976,60.0,42,19.40952380952381,129.77142857142857,TS
1976336N08133,1976-12-01 00:00:00,1976-12-08 00:00:00,1976,45.0,52,12.265384615384615,126.33653846153847,TS
1976343N15132,1976-12-08 06:00:00,1976-12-10 12:00:00,1976,35.0,19,18.621052631578948,135.97368421052633,TS
1977144N18125,1977-05-26 00:00:00,1977-05-27 06:00:00,1977,30.0,11,22.69090909090909,130.0909090909091,TD
1977161N06134,1977-06-14 06:00:00,1977-06-17 09:00:00,1977,60.0,26,21.746153846153845,118.08461538461538,TS
1977194N06142,1977-07-16 12:00:00,1977-07-21 12:00:00,1977,75.0,41,16.378048780487806,116.52439024390245,TY
1977200N10138,1977-07-21 00:00:00,1977-07-25 15:00:00,1977,85.0,38,18.80263157894737,123.49473684210527,TY
1977206N24137,1977-07-28 00:00:00,1977-08-01 06:00:00,1977,110.0,35,24.462857142857143,125.11999999999999,TY
1977228N19133,1977-08-20 00:00:00,1977-08-23 18:00:00,1977,40.0,31,24.661290322580644,121.50967741935484,TS
1977243N05156,1977-09-02 00:00:00,1977-09-10 18:00:00,1977,130.0,71,16.919718309859153,131.0619718309859,STY
1977254N19147,1977-09-14 12:00:00,1977-09-23 18:00:00,1977,75.0,75,18.288,117.86933333333334,TY
1977264N14133,1977-09-23 00:00:00,1977-09-25 00:00:00,1977,55.0,17,19.935294117647057,116.87058823529412,TS
1977287N10145,1977-10-16 06:00:00,1977-10-20 09:00:00,1977,55.0,34,22.11470588235294,134.85,TS
1977308N07156,1977-11-06 06:00:00,1977-11-17 00:00:00,1977,125.0,87,15.145977011494253,132.15632183908048,TY
1977330N07169,1977-11-28 06:00:00,1977-12-07 18:00:00,1977,115.0,77,13.858441558441557,140.57402597402597,TY
1977352N05171,1977-12-20 06:00:00,1978-01-03 18:00:00,1977,95.0,117,10.344444444444443,154.1871794871795,TY
1978105N04149,1978-04-15 00:00:00,1978-04-26 18:00:00,1978,85.0,87,13.48390804597701,126.04137931034484,TY
1978165N20138,1978-06-13 12:00:00,1978-06-20 09:00:00,1978,50.0,46,25.682608695652174,129.36521739130436,TS
1978172N17130,1978-06-21 00:00:00,1978-06-24 09:00:00,1978,40.0,28,19.12142857142857,125.78571428571429,TS
1978177N11130,1978-06-26 00:00:00,1978-06-30 18:00:00,1978,35.0,29,11.634482758620688,118.0448275862069,TS
1978203N18139,1978-07-22 00:00:00,1978-08-02 18:00:00,1978,80.0,95,25.793684210526315,130.6357894736842,TY
1978217N16129,1978-08-08 00:00:00,1978-08-12 00:00:00,1978,40.0,33,19.430303030303033,113.70606060606062,TS
1978221N16143,1978-08-10 12:00:00,1978-08-20 00:00:00,1978,80.0,77,24.532467532467532,131.80519480519482,TY
