SID,start_time,end_time,start_year,max_wind,n_track_points,mean_lat,mean_lon,par_max_wind,peak_intensity,par_peak_intensity
1963163N13135,1963-06-13 06:00:00,1963-06-22 12:00:00,1963,140.0,75,27.13866666666667,132.22933333333333,140.0,STY,STY
1963167N09156,1963-06-26 06:00:00,1963-07-01 06:00:00,1963,70.0,41,18.429268292682927,120.04634146341462,65.0,TY,TY
1963182N11144,1963-07-04 06:00:00,1963-07-09 12:00:00,1963,50.0,43,24.232558139534884,134.00930232558142,45.0,TS,TS
1963190N15149,1963-07-09 18:00:00,1963-07-18 18:00:00,1963,135.0,73,19.91780821917808,131.12739726027397,130.0,STY,STY
1963196N10146,1963-07-17 12:00:00,1963-07-22 18:00:00,1963,85.0,43,17.844186046511627,122.46744186046513,85.0,TY,TY
1963219N09146,1963-08-07 12:00:00,1963-08-17 18:00:00,1963,125.0,83,13.937349397590362,125.61807228915661,125.0,TY,TY
1963240N09157,1963-09-01 06:00:00,1963-09-09 06:00:00,1963,110.0,65,18.53230769230769,120.61384615384615,100.0,TY,TY
1963247N18145,1963-09-05 12:00:00,1963-09-13 12:00:00,1963,135.0,65,22.19846153846154,127.81384615384614,135.0,STY,STY
1963251N13151,1963-09-08 12:00:00,1963-09-12 06:00:00,1963,45.0,31,15.864516129032259,141.11290322580646,40.0,TS,TS
1963276N10140,1963-10-05 06:00:00,1963-10-11 18:00:00,1963,135.0,53,21.79245283018868,136.0245283018868,135.0,STY,STY
1963343N10130,1963-12-12 00:00:00,1963-12-13 18:00:00,1963,75.0,15,16.44,119.23333333333333,75.0,TY,TY
1963349N12131,1963-12-16 06:00:00,1963-12-18 12:00:00,1963,40.0,19,16.763157894736842,124.93684210526317,40.0,TS,TS
1964133N10134,1964-05-14 06:00:00,1964-05-23 12:00:00,1964,85.0,75,17.296,140.19466666666668,50.0,TY,TS
1964177N09142,1964-06-26 00:00:00,1964-07-03 12:00:00,1964,100.0,61,16.09344262295082,121.00327868852459,95.0,TY,TY
1964184N22133,1964-07-02 00:00:00,1964-07-06 18:00:00,1964,110.0,39,25.774358974358975,126.1025641025641,100.0,TY,TY
1964187N07150,1964-07-06 00:00:00,1964-07-10 00:00:00,1964,140.0,33,11.927272727272728,133.24545454545455,140.0,STY,STY
1964193N10145,1964-07-11 00:00:00,1964-07-15 12:00:00,1964,80.0,37,16.986486486486488,132.53513513513514,80.0,TY,TY
1964196N17144,1964-07-13 18:00:00,1964-07-18 18:00:00,1964,100.0,41,14.51951219512195,130.41463414634146,100.0,TY,TY
1964208N17142,1964-07-26 12:00:00,1964-08-03 18:00:00,1964,50.0,67,22.43582089552239,131.66119402985075,50.0,TS,TS
1964215N07150,1964-08-02 06:00:00,1964-08-09 06:00:00,1964,135.0,57,15.566666666666666,128.640350877193,135.0,STY,STY
1964222N10144,1964-08-10 00:00:00,1964-08-13 00:00:00,1964,40.0,25,16.368,127.99600000000001,40.0,TS,TS
1964224N25161,1964-08-12 06:00:00,1964-08-25 12:00:00,1964,115.0,107,29.142056074766355,134.011214953271,115.0,TY,TY
1964225N18128,1964-08-14 06:00:00,1964-08-18 18:00:00,1964,70.0,37,23.535135135135135,131.7,70.0,TY,TY
1964245N20132,1964-09-01 06:00:00,1964-09-06 12:00:00,1964,120.0,43,20.98139534883721,119.56976744186046,75.0,TY,TY
1964247N09159,1964-09-03 00:00:00,1964-09-11 12:00:00,1964,170.0,69,16.402898550724636,132.96521739130435,170.0,STY,STY
1964256N17141,1964-09-13 06:00:00,1964-09-23 12:00:00,1964,110.0,83,19.21325301204819,114.75903614457832,80.0,TY,TY
1964261N12149,1964-09-19 06:00:00,1964-09-26 18:00:00,1964,150.0,61,29.368852459016395,140.89016393442623,130.0,STY,STY
1964267N17120,1964-09-24 12:00:00,1964-09-27 12:00:00,1964,50.0,25,14.408,111.74,30.0,TS,TD
1964269N12142,1964-09-25 12:00:00,1964-10-01 12:00:00,1964,60.0,49,14.955102040816326,124.14081632653061,55.0,TS,TS
1964276N07142,1964-10-02 00:00:00,1964-10-08 06:00:00,1964,80.0,51,15.527450980392157,121.48823529411764,80.0,TY,TY
1964278N07156,1964-10-06 06:00:00,1964-10-13 12:00:00,1964,90.0,59,16.54915254237288,121.6728813559322,73.0,TY,TY
1964291N11143,1964-10-20 00:00:00,1964-10-23 18:00:00,1964,45.0,31,16.099999999999998,117.21290322580644,43.0,TS,TS
1964309N11132,1964-11-06 12:00:00,1964-11-09 12:00:00,1964,70.0,25,12.835999999999999,112.21600000000001,40.0,TY,TS
1964319N08141,1964-11-15 06:00:00,1964-11-24 00:00:00,1964,165.0,71,10.801408450704225,126.00704225352112,165.0,STY,STY
1964332N12120,1964-11-27 00:00:00,1964-11-28 18:00:00,1964,55.0,15,13.066666666666666,120.88000000000001,55.0,TS,TS
1964344N06153,1964-12-08 18:00:00,1964-12-16 00:00:00,1964,170.0,59,10.888135593220339,133.16101694915255,170.0,STY,STY
1965017N12126,1965-01-19 00:00:00,1965-01-23 06:00:00,1965,65.0,35,15.334285714285716,127.28857142857144,65.0,TY,TY
1965046N09140,1965-02-18 00:00:00,1965-02-19 12:00:00,1965,40.0,13,7.300000000000001,131.2153846153846,40.0,TS,TS
1965065N10128,1965-03-06 06:00:00,1965-03-07 06:00:00,1965,40.0,9,10.966666666666667,126.89999999999999,40.0,TS,TS
1965140N09134,1965-05-21 06:00:00,1965-05-27 06:00:00,1965,100.0,49,18.079591836734693,128.1795918367347,100.0,TY,TY
1965149N18113,1965-06-01 00:00:00,1965-06-03 06:00:00,1965,120.0,19,24.263157894736842,125.36315789473684,120.0,TY,TY
1965161N09151,1965-06-12 06:00:00,1965-06-20 12:00:00,1965,160.0,67,18.83283582089552,130.11044776119402,160.0,STY,STY
1965169N08142,1965-06-18 06:00:00,1965-06-26 00:00:00,1965,50.0,63,15.03015873015873,130.75079365079364,50.0,TS,TS
1965187N08144,1965-07-07 06:00:00,1965-07-16 00:00:00,1965,140.0,71,15.201408450704225,126.48732394366198,140.0,STY,STY
1965194N06156,1965-07-13 00:00:00,1965-07-23 12:00:00,1965,60.0,85,14.697647058823529,128.18588235294118,30.0,TS,TD
1965200N10152,1965-07-21 00:00:00,1965-07-27 00:00:00,1965,100.0,49,17.381632653061224,133.04489795918366,100.0,TY,TY
1965205N07163,1965-07-31 00:00:00,1965-08-07 00:00:00,1965,140.0,57,25.619298245614033,129.76666666666665,115.0,STY,TY
1965208N14133,1965-07-27 06:00:00,1965-07-31 18:00:00,1965,80.0,37,14.110810810810811,128.67297297297296,80.0,TY,TY
1965226N20139,1965-08-15 00:00:00,1965-08-20 06:00:00,1965,150.0,43,22.467441860465115,126.54651162790698,150.0,STY,STY
1965241N19118,1965-08-30 18:00:00,1965-09-02 12:00:00,1965,45.0,23,15.747826086956522,112.94782608695652,35.0,TS,TS
1965242N15139,1965-09-01 06:00:00,1965-09-05 18:00:00,1965,100.0,37,19.197297297297297,118.44054054054054,100.0,TY,TY
1965244N09145,1965-09-04 00:00:00,1965-09-12 00:00:00,1965,130.0,65,28.360000000000003,139.19230769230768,110.0,STY,TY
1965251N11143,1965-09-10 12:00:00,1965-09-20 06:00:00,1965,130.0,79,29.21012658227848,136.39367088607597,130.0,STY,STY
1965259N08153,1965-09-16 06:00:00,1965-09-26 12:00:00,1965,50.0,83,21.63012048192771,140.57349397590363,50.0,TS,TS
1965317N09169,1965-11-14 00:00:00,1965-11-26 00:00:00,1965,135.0,97,13.371134020618557,147.56907216494847,135.0,STY,STY
1966093N07166,1966-04-04 00:00:00,1966-04-14 18:00:00,1966,85.0,87,13.590804597701151,138.1103448275862,85.0,TY,TY
1966130N06139,1966-05-11 06:00:00,1966-05-22 00:00:00,1966,120.0,87,13.568965517241379,125.84827586206896,120.0,TY,TY
1966141N16117,1966-05-25 00:00:00,1966-05-31 18:00:00,1966,85.0,55,19.51636363636364,118.94,85.0,TY,TY
1966171N09151,1966-06-22 00:00:00,1966-06-29 18:00:00,1966,170.0,63,21.876190476190477,136.384126984127,170.0,STY,STY
1966189N11127,1966-07-11 18:00:00,1966-07-14 12:00:00,1966,50.0,23,21.504347826086956,114.16086956521738,23.0,TS,TD
1966195N18135,1966-07-15 06:00:00,1966-07-18 06:00:00,1966,85.0,25,20.404,117.64399999999999,53.0,TY,TS
1966197N18143,1966-07-17 06:00:00,1966-07-20 06:00:00,1966,65.0,25,23.451999999999998,125.288,65.0,TY,TY
1966223N16118,1966-08-12 12:00:00,1966-08-16 06:00:00,1966,80.0,31,19.15806451612903,118.83225806451614,80.0,TY,TY
1966241N17147,1966-08-30 06:00:00,1966-09-09 00:00:00,1966,150.0,79,23.39873417721519,129.24177215189874,145.0,STY,STY
1966252N17112,1966-09-11 18:00:00,1966-09-18 00:00:00,1966,115.0,51,21.5,120.19803921568628,115.0,TY,TY
1966259N15142,1966-09-19 00:00:00,1966-09-24 18:00:00,1966,60.0,47,23.278723404255317,128.44042553191488,55.0,TS,TS
1966299N10137,1966-10-27 06:00:00,1966-11-02 12:00:00,1966,60.0,51,16.21372549019608,127.71764705882353,60.0,TS,TS
1966321N09138,1966-11-18 06:00:00,1966-11-26 00:00:00,1966,60.0,63,13.79047619047619,118.93174603174603,60.0,TS,TS
1966325N08140,1966-11-22 06:00:00,1966-11-25 06:00:00,1966,45.0,25,16.548,125.17200000000001,45.0,TS,TS
1966358N07139,1966-12-25 12:00:00,1966-12-30 18:00:00,1966,90.0,43,12.304651162790698,120.79302325581396,90.0,TY,TY
1967028N05140,1967-02-04 00:00:00,1967-02-07 00:00:00,1967,40.0,25,10.392000000000001,131.296,40.0,TS,TS
1967059N02145,1967-03-01 06:00:00,1967-03-04 00:00:00,1967,85.0,23,9.056521739130433,128.60434782608695,85.0,TY,TY
1967091N04151,1967-04-01 00:00:00,1967-04-11 00:00:00,1967,120.0,81,14.067901234567902,130.8469135802469,120.0,TY,TY
1967128N06137,1967-05-10 00:00:00,1967-05-11 18:00:00,1967,40.0,15,12.946666666666665,133.96666666666667,40.0,TS,TS
1967175N10142,1967-06-26 06:00:00,1967-07-01 00:00:00,1967,80.0,39,18.861538461538462,122.32820512820513,78.0,TY,TY
1967181N09148,1967-07-02 00:00:00,1967-07-08 00:00:00,1967,75.0,49,19.397959183673468,130.11836734693878,75.0,TY,TY
1967183N20155,1967-07-06 00:00:00,1967-07-12 06:00:00,1967,100.0,51,21.545098039215684,130.28823529411764,100.0,TY,TY
1967209N16113,1967-07-29 12:00:00,1967-08-02 12:00:00,1967,60.0,33,18.203030303030303,112.98181818181818,30.0,TS,TD
1967209N17139,1967-07-29 12:00:00,1967-08-08 00:00:00,1967,60.0,77,29.658441558441556,144.93376623376622,30.0,TS,TD
1967228N14132,1967-08-19 06:00:00,1967-08-22 06:00:00,1967,70.0,25,20.516,114.736,45.0,TY,TS
1967235N18144,1967-08-24 06:00:00,1967-08-29 00:00:00,1967,125.0,39,18.828205128205127,128.87692307692308,125.0,TY,TY
1967237N15140,1967-08-27 06:00:00,1967-08-30 12:00:00,1967,70.0,27,22.325925925925926,125.55925925925925,70.0,TY,TY
1967246N21124,1967-09-04 12:00:00,1967-09-05 18:00:00,1967,50.0,11,18.990909090909092,114.42727272727274,30.0,TS,TD
1967283N11150,1967-10-12 06:00:00,1967-10-20 00:00:00,1967,160.0,63,16.02698412698413,125.93650793650794,160.0,STY,STY
1967289N09149,1967-10-17 06:00:00,1967-10-30 00:00:00,1967,100.0,103,22.990291262135923,136.04563106796118,100.0,TY,TY
1967303N07150,1967-10-31 00:00:00,1967-11-08 00:00:00,1967,140.0,65,14.121538461538462,124.01076923076923,140.0,STY,STY
1967310N11129,1967-11-07 06:00:00,1967-11-10 18:00:00,1967,85.0,29,11.210344827586209,114.67931034482758,75.0,TY,TY
1967311N09160,1967-11-08 06:00:00,1967-11-18 18:00:00,1967,130.0,85,15.13764705882353,140.56117647058824,128.0,STY,TY
1967350N10135,1967-12-17 06:00:00,1967-12-20 06:00:00,1967,60.0,25,12.788,134.912,53.0,TS,TS
1968149N10150,1968-05-31 00:00:00,1968-06-05 12:00:00,1968,100.0,45,19.886666666666667,134.4,100.0,TY,TY
1968178N13156,1968-06-28 00:00:00,1968-07-02 06:00:00,1968,110.0,35,20.12857142857143,133.35142857142858,110.0,TY,TY
1968202N19133,1968-07-21 06:00:00,1968-07-28 18:00:00,1968,60.0,61,20.595081967213115,122.43278688524589,60.0,TS,TS
1968218N15141,1968-08-10 00:00:00,1968-08-13 12:00:00,1968,60.0,29,18.689655172413794,113.7344827586207,40.0,TS,TS
1968227N14145,1968-08-17 00:00:00,1968-08-21 18:00:00,1968,65.0,39,18.317948717948717,121.66666666666667,60.0,TY,TS
1968235N20138,1968-08-23 06:00:00,1968-08-29 06:00:00,1968,55.0,49,26.36122448979592,129.90612244897957,50.0,TS,TS
1968240N15151,1968-08-28 06:00:00,1968-09-09 06:00:00,1968,140.0,97,20.615463917525773,129.68969072164947,108.0,STY,TY
1968256N16148,1968-09-16 06:00:00,1968-09-25 00:00:00,1968,120.0,71,21.808450704225354,130.243661971831,120.0,TY,TY
1968266N06142,1968-09-24 06:00:00,1968-10-01 12:00:00,1968,150.0,59,17.001694915254237,123.61525423728814,150.0,STY,STY
1968286N07142,1968-10-15 00:00:00,1968-10-24 00:00:00,1968,90.0,73,20.397260273972602,133.49726027397259,90.0,TY,TY
1968314N08138,1968-11-12 06:00:00,1968-11-24 00:00:00,1968,65.0,95,11.66,123.99263157894737,65.0,TY,TY
1968320N07168,1968-11-18 12:00:00,1968-11-28 00:00:00,1968,70.0,77,11.362337662337662,126.69220779220778,60.0,TY,TS
1968325N05168,1968-11-22 00:00:00,1968-11-29 18:00:00,1968,120.0,63,15.134920634920634,134.45396825396827,108.0,TY,TY
1969105N06148,1969-04-18 06:00:00,1969-04-25 06:00:00,1969,105.0,57,8.428070175438597,130.72456140350877,105.0,TY,TY
1969187N09131,1969-07-08 12:00:00,1969-07-11 12:00:00,1969,70.0,25,14.484000000000002,114.256,55.0,TY,TS
1969201N04151,1969-07-22 00:00:00,1969-07-29 12:00:00,1969,130.0,61,17.340983606557376,127.19836065573772,130.0,STY,STY
1969208N12145,1969-07-30 00:00:00,1969-07-31 12:00:00,1969,50.0,13,18.146153846153847,129.48461538461538,50.0,TS,TS
1969216N09143,1969-08-05 06:00:00,1969-08-09 12:00:00,1969,70.0,35,22.38,126.06285714285714,70.0,TY,TY
1969225N10150,1969-08-15 00:00:00,1969-08-23 06:00:00,1969,85.0,67,23.505970149253734,132.13432835820896,83.0,TY,TY
1969241N10127,1969-08-31 06:00:00,1969-09-03 00:00:00,1969,65.0,23,16.530434782608694,109.66086956521738,40.0,TY,TS
1969259N15165,1969-09-19 06:00:00,1969-09-28 12:00:00,1969,150.0,75,20.49866666666667,139.50933333333333,140.0,STY,STY
1969270N13139,1969-09-30 00:00:00,1969-10-10 12:00:00,1969,60.0,85,25.96470588235294,129.5494117647059,60.0,TS,TS
1969299N10142,1969-10-28 06:00:00,1969-11-06 18:00:00,1969,105.0,77,21.935064935064936,137.5948051948052,105.0,TY,TY
1969306N08156,1969-11-03 06:00:00,1969-11-09 18:00:00,1969,110.0,53,16.756603773584906,136.92641509433963,110.0,TY,TY
1969328N09138,1969-11-24 12:00:00,1969-11-28 12:00:00,1969,50.0,33,13.242424242424242,130.97575757575757,50.0,TS,TS
1970050N07151,1970-02-20 00:00:00,1970-02-27 12:00:00,1970,120.0,61,12.054098360655736,134.21639344262294,120.0,TY,TY
1970177N07142,1970-06-29 06:00:00,1970-06-30 12:00:00,1970,50.0,11,9.354545454545455,126.2,50.0,TS,TS
1970178N07153,1970-06-29 00:00:00,1970-07-06 00:00:00,1970,140.0,57,22.978947368421053,129.9842105263158,140.0,STY,STY
1970190N12140,1970-07-12 00:00:00,1970-07-16 06:00:00,1970,55.0,35,17.145714285714288,121.21428571428571,55.0,TS,TS
1970215N21137,1970-08-06 00:00:00,1970-08-09 06:00:00,1970,40.0,27,18.329629629629633,118.88888888888889,40.0,TS,TS
1970219N18140,1970-08-09 06:00:00,1970-08-15 18:00:00,1970,105.0,53,27.61320754716981,130.14905660377357,105.0,TY,TY
1970233N15138,1970-08-23 06:00:00,1970-08-31 12:00:00,1970,110.0,67,25.85970149253731,129.5358208955224,100.0,TY,TY
1970245N19131,1970-09-04 12:00:00,1970-09-08 00:00:00,1970,55.0,29,24.417241379310347,124.62068965517241,50.0,TS,TS
1970246N14142,1970-09-04 06:00:00,1970-09-06 00:00:00,1970,45.0,15,25.026666666666664,129.62,38.0,TS,TS
1970250N15140,1970-09-08 00:00:00,1970-09-14 06:00:00,1970,140.0,51,17.258823529411767,122.82549019607843,140.0,STY,STY
1970282N08147,1970-10-10 00:00:00,1970-10-18 00:00:00,1970,150.0,65,14.618461538461538,121.47076923076924,150.0,STY,STY
1970286N06143,1970-10-14 06:00:00,1970-10-25 12:00:00,1970,130.0,91,10.621978021978022,122.92527472527473,130.0,STY,STY
1970296N07134,1970-10-27 06:00:00,1970-10-29 06:00:00,1970,60.0,17,11.770588235294117,110.67647058823529,45.0,TS,TS
1970299N10157,1970-10-28 06:00:00,1970-11-06 12:00:00,1970,55.0,75,14.474666666666666,122.988,55.0,TS,TS
1970315N08128,1970-11-14 00:00:00,1970-11-17 06:00:00,1970,50.0,27,13.540740740740741,113.04814814814816,43.0,TS,TS
1970318N13157,1970-11-14 06:00:00,1970-11-22 06:00:00,1970,135.0,65,15.155384615384616,127.6246153846154,135.0,STY,STY
1971074N06134,1971-03-18 06:00:00,1971-03-19 12:00:00,1971,45.0,11,10.5,129.92727272727274,45.0,TS,TS
1971098N08142,1971-04-08 06:00:00,1971-04-18 06:00:00,1971,90.0,81,16.029629629629632,132.27037037037036,90.0,TY,TY
1971112N11132,1971-04-23 06:00:00,1971-05-04 00:00:00,1971,75.0,87,12.790804597701149,115.45632183908047,60.0,TY,TS
1971122N14120,1971-05-03 00:00:00,1971-05-07 06:00:00,1971,55.0,35,19.174285714285716,122.72571428571428,55.0,TS,TS
1971137N10129,1971-05-19 06:00:00,1971-05-22 18:00:00,1971,50.0,29,20.29655172413793,127.14137931034483,50.0,TS,TS
1971141N07156,1971-05-25 06:00:00,1971-05-30 06:00:00,1971,90.0,41,16.302439024390242,116.65365853658537,90.0,TY,TY
1971147N09139,1971-05-28 12:00:00,1971-05-29 12:00:00,1971,35.0,9,6.122222222222223,129.74444444444444,35.0,TS,TS
1971160N10135,1971-06-14 12:00:00,1971-06-18 00:00:00,1971,75.0,29,19.03793103448276,118.85517241379311,75.0,TY,TY
1971173N09136,1971-06-24 12:00:00,1971-06-28 06:00:00,1971,90.0,31,15.741935483870968,117.40645161290323,85.0,TY,TY
1971181N09138,1971-07-02 06:00:00,1971-07-07 00:00:00,1971,125.0,39,14.353846153846153,116.44615384615383,88.0,TY,TY
1971185N23137,1971-07-05 06:00:00,1971-07-07 18:00:00,1971,60.0,21,29.82857142857143,134.84761904761905,55.0,TS,TS
1971189N12130,1971-07-09 06:00:00,1971-07-13 12:00:00,1971,50.0,35,16.102857142857143,113.9,38.0,TS,TS
1971190N09141,1971-07-09 12:00:00,1971-07-18 00:00:00,1971,85.0,69,12.51159420289855,125.33623188405798,85.0,TY,TY
1971192N07153,1971-07-16 06:00:00,1971-07-22 12:00:00,1971,130.0,51,18.45686274509804,124.21176470588236,130.0,STY,STY
1971200N11144,1971-07-20 00:00:00,1971-07-26 12:00:00,1971,150.0,53,18.439622641509434,130.74905660377357,150.0,STY,STY
1971205N10153,1971-07-29 06:00:00,1971-08-05 18:00:00,1971,85.0,61,26.77704918032787,135.39672131147543,60.0,TY,TS
1971216N11143,1971-08-04 00:00:00,1971-08-10 00:00:00,1971,40.0,49,20.773469387755103,135.68775510204082,40.0,TS,TS
1971218N08161,1971-08-10 00:00:00,1971-08-17 00:00:00,1971,120.0,57,17.99298245614035,125.16666666666667,110.0,TY,TY
1971251N18127,1971-09-15 06:00:00,1971-09-19 06:00:00,1971,75.0,33,21.663636363636364,123.98181818181818,75.0,TY,TY
1971258N20158,1971-09-17 00:00:00,1971-09-23 06:00:00,1971,140.0,51,21.125490196078434,134.94509803921568,140.0,STY,STY
1971266N16145,1971-09-24 06:00:00,1971-09-26 12:00:00,1971,50.0,19,25.989473684210527,135.03684210526316,30.0,TS,TD
1971267N12130,1971-09-27 00:00:00,1971-09-30 18:00:00,1971,70.0,31,18.532258064516128,112.85161290322581,45.0,TY,TS
1971274N06134,1971-10-03 06:00:00,1971-10-09 12:00:00,1971,100.0,51,15.60392156862745,115.62745098039215,93.0,TY,TY
1971275N10176,1971-10-04 18:00:00,1971-10-13 06:00:00,1971,65.0,56,15.148214285714285,131.95892857142857,65.0,TY,TY
1971281N16134,1971-10-07 18:00:00,1971-10-11 00:00:00,1971,65.0,27,15.725925925925926,125.25925925925925,65.0,TY,TY
1971291N11134,1971-10-19 12:00:00,1971-10-23 18:00:00,1971,90.0,35,11.985714285714286,117.41714285714286,75.0,TY,TY
1971311N06141,1971-11-08 00:00:00,1971-11-15 12:00:00,1971,155.0,61,16.540983606557376,134.25737704918032,155.0,STY,STY
1972004N10142,1972-01-05 00:00:00,1972-01-15 12:00:00,1972,120.0,85,12.242352941176469,130.11411764705883,120.0,TY,TY
1972153N14117,1972-06-01 00:00:00,1972-06-08 12:00:00,1972,50.0,61,23.06393442622951,117.75081967213114,25.0,TS,TD
1972174N11137,1972-06-22 00:00:00,1972-06-30 18:00:00,1972,80.0,71,19.149295774647886,117.18028169014083,75.0,TY,TY
1972187N09150,1972-07-05 00:00:00,1972-07-29 12:00:00,1972,145.0,197,23.71979695431472,131.61015228426396,145.0,STY,STY
1972187N11126,1972-07-05 00:00:00,1972-07-16 12:00:00,1972,65.0,93,20.550537634408602,118.02043010752688,45.0,TY,TS
1972210N21132,1972-07-30 00:00:00,1972-08-04 00:00:00,1972,60.0,41,25.887804878048783,123.3609756097561,40.0,TS,TS
1972221N11151,1972-08-08 00:00:00,1972-08-19 06:00:00,1972,135.0,91,20.18021978021978,133.50329670329668,135.0,STY,STY
1972244N12123,1972-08-30 12:00:00,1972-09-04 18:00:00,1972,75.0,43,14.86046511627907,112.81395348837209,53.0,TY,TS
1972251N12137,1972-09-09 00:00:00,1972-09-18 12:00:00,1972,75.0,77,14.88051948051948,113.48181818181818,50.0,TY,TS
1972254N14145,1972-09-12 00:00:00,1972-09-21 00:00:00,1972,100.0,73,31.18219178082192,137.24931506849316,80.0,TY,TY
1972255N15130,1972-09-11 00:00:00,1972-09-20 00:00:00,1972,50.0,73,15.364383561643834,126.4054794520548,50.0,TS,TS
1972271N15125,1972-09-30 00:00:00,1972-10-04 06:00:00,1972,75.0,35,17.482857142857142,109.58285714285715,38.0,TY,TS
1972289N14173,1972-10-16 00:00:00,1972-10-29 00:00:00,1972,105.0,105,19.79904761904762,153.15809523809523,25.0,TY,TD
1972307N18144,1972-11-03 00:00:00,1972-11-09 18:00:00,1972,110.0,55,16.44181818181818,120.65454545454546,83.0,TY,TY
1972335N06142,1972-11-30 00:00:00,1972-12-12 00:00:00,1972,105.0,97,11.395876288659794,120.06701030927834,105.0,TY,TY
1972335N08116,1972-11-30 00:00:00,1972-12-05 00:00:00,1972,80.0,41,8.263414634146342,105.63170731707316,28.0,TY,TD
1973179N11128,1973-06-30 00:00:00,1973-07-06 00:00:00,1973,60.0,49,23.83877551020408,117.7938775510204,40.0,TS,TS
1973192N10129,1973-07-12 00:00:00,1973-07-20 06:00:00,1973,130.0,67,25.688059701492534,124.80000000000001,130.0,STY,STY
1973204N10141,1973-07-27 00:00:00,1973-07-30 00:00:00,1973,40.0,25,18.368,126.69200000000001,40.0,TS,TS
1973219N17142,1973-08-09 00:00:00,1973-08-20 18:00:00,1973,85.0,95,30.540000000000003,135.91473684210527,85.0,TY,TY
1973229N20134,1973-08-17 00:00:00,1973-08-22 18:00:00,1973,45.0,47,20.51063829787234,120.30212765957447,45.0,TS,TS
1973242N12136,1973-09-02 00:00:00,1973-09-09 00:00:00,1973,75.0,57,19.90701754385965,113.56315789473685,60.0,TY,TS
1973253N14129,1973-09-11 00:00:00,1973-09-16 00:00:00,1973,80.0,41,18.787804878048778,112.4829268292683,40.0,TY,TS
1973274N10136,1973-10-01 00:00:00,1973-10-11 00:00:00,1973,160.0,81,16.006172839506174,126.95185185185186,160.0,STY,STY
1973278N13144,1973-10-06 00:00:00,1973-10-15 00:00:00,1973,140.0,73,15.854794520547946,127.40958904109588,140.0,STY,STY
1973284N12144,1973-10-11 00:00:00,1973-10-21 00:00:00,1973,90.0,81,16.5,120.68024691358025,85.0,TY,TY
1973313N12116,1973-11-09 00:00:00,1973-11-12 06:00:00,1973,55.0,27,11.674074074074074,108.70370370370371,25.0,TS,TD
1973317N08122,1973-11-14 00:00:00,1973-11-18 12:00:00,1973,55.0,37,9.767567567567568,107.7,35.0,TS,TS
1973320N05142,1973-11-19 00:00:00,1973-11-27 12:00:00,1973,50.0,69,14.04782608695652,118.11739130434783,50.0,TS,TS
1974008N07132,1974-01-09 00:00:00,1974-01-14 12:00:00,1974,55.0,45,13.344444444444445,138.79333333333332,55.0,TS,TS
1974156N06144,1974-06-07 00:00:00,1974-06-14 18:00:00,1974,70.0,63,16.482539682539684,118.36984126984127,70.0,TY,TY
1974163N08141,1974-06-12 00:00:00,1974-06-19 00:00:00,1974,60.0,57,17.817543859649124,129.97543859649124,60.0,TS,TS
1974177N17153,1974-06-29 00:00:00,1974-07-08 06:00:00,1974,90.0,75,25.828,131.67333333333335,83.0,TY,TY
1974194N10151,1974-07-14 00:00:00,1974-07-20 12:00:00,1974,45.0,53,23.79056603773585,139.24528301886792,43.0,TS,TS
1974196N16133,1974-07-16 00:00:00,1974-07-21 00:00:00,1974,45.0,41,24.2609756097561,124.69268292682926,45.0,TS,TS
1974197N11147,1974-07-16 00:00:00,1974-07-24 00:00:00,1974,95.0,65,16.76,123.84615384615384,90.0,TY,TY
1974219N16117,1974-08-08 00:00:00,1974-08-12 00:00:00,1974,35.0,33,21.493939393939392,118.9060606060606,35.0,TS,TS
1974227N17126,1974-08-15 00:00:00,1974-08-18 06:00:00,1974,50.0,27,20.822222222222223,137.1962962962963,48.0,TS,TS
1974237N21117,1974-08-27 00:00:00,1974-09-01 00:00:00,1974,50.0,41,24.709756097560977,128.20731707317074,48.0,TS,TS
1974238N23125,1974-08-26 00:00:00,1974-08-31 12:00:00,1974,30.0,45,32.47333333333333,124.38888888888889,30.0,TD,TD
1974245N24123,1974-09-03 00:00:00,1974-09-11 00:00:00,1974,75.0,65,30.672307692307694,133.57692307692307,33.0,TY,TD
1974262N16146,1974-09-23 00:00:00,1974-09-30 12:00:00,1974,60.0,61,21.28688524590164,122.35245901639344,60.0,TS,TS
1974280N11143,1974-10-08 00:00:00,1974-10-14 12:00:00,1974,65.0,53,17.249056603773585,120.94905660377358,65.0,TY,TY
1974286N11138,1974-10-13 00:00:00,1974-10-20 12:00:00,1974,75.0,61,16.68360655737705,121.19836065573772,70.0,TY,TY
1974291N10150,1974-10-20 00:00:00,1974-10-27 12:00:00,1974,90.0,61,17.272131147540982,119.40655737704918,78.0,TY,TY
1974296N14148,1974-10-23 00:00:00,1974-11-01 00:00:00,1974,95.0,73,18.102739726027398,125.93287671232878,95.0,TY,TY
1974303N13130,1974-10-31 00:00:00,1974-11-05 12:00:00,1974,55.0,45,14.084444444444443,115.67777777777778,55.0,TS,TS
1974306N07142,1974-11-02 00:00:00,1974-11-10 00:00:00,1974,120.0,65,15.410769230769231,127.77076923076923,120.0,TY,TY
1974315N09135,1974-11-13 00:00:00,1974-11-15 12:00:00,1974,35.0,21,12.904761904761905,115.20952380952382,30.0,TS,TD
